id,atividade_economica,enquadramento,len_count,seq1,codigo_resumido,seq,name,taxa_anual,vida_util,method,method_number,method_period,journal_id:id,prorata_computation_type,state,asset_type
__Import_assets_models_MyCompany_00DM-2.4,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.4,2.40,Gruas; guindastes e pórticos,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.5,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.5,2.50,Fomos e estufas,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.6,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.6,2.60,Instalações de vácuo,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.7,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.7,2.70,Instalações para electrólise e outros processos químicos (a),16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.8,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.8,2.80,Máquinas e equipamentos industriais de uso específico,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.9,DM-Fabricação de material de transporte,2-Construção e reparação naval,3,DM,DM-2.9,2.90,Prensas e compressores,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.10,DM-Fabricação de material de transporte,2-Construção e reparação naval,4,DM,DM-2.10,2.10,Máquinas e aparelhos para soldadura,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.11,DM-Fabricação de material de transporte,2-Construção e reparação naval,4,DM,DM-2.11,2.11,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DM-2.12,DM-Fabricação de material de transporte,2-Construção e reparação naval,4,DM,DM-2.12,2.12,Outras ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.1,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.1,1.10,Máquinas de serração e corte,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.2,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.2,1.20,Caldeiras e estufas,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.3,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.3,1.30,Prensas e compressores,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.4,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.4,1.40,Máquinas e aparelhos para soldadura,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.5,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.5,1.50,Outras máquinas e equipamentos de uso específico,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.6,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.6,1.60,Moldes e matrizes,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00DN-1.7,DN-Indústrias transformadoras n. e.,"1-Fabricação de mobiliário, outras indústrias transformadoras não especificadas",3,DN,DN-1.7,1.70,Outras ferramentas e utensílios de uso específico,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.1,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",3,E,E-1.1,1.10,Obras hidráulicas fixas,3.33,30,"Straight Line", 360 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.2.1,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",5,E,E-1.2.1,1.2.1,Hidroeléctricas,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.2.2,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",5,E,E-1.2.2,1.2.2,Termoeléctricas,7.14,14,"Straight Line", 168 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.2.3,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",5,E,E-1.2.3,1.2.3,Eólicas,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.2.4,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",5,E,E-1.2.4,1.2.4,Fotovoltaicas,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.3,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",3,E,E-1.3,1.30,Subestações e postos de transformação,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.4,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",3,E,E-1.4,1.40,Linhas de transporte (AT e BT) e suportes,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.5,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",3,E,E-1.5,1.50,Aparelhos de medida e controlo,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-1.6,E-Produção e distribuição de electricidade; de gás e de água,"1-Produção, transporte e distribuição de electricidade",3,E,E-1.6,1.60,Outras instalações técnicas,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-2.1,E-Produção e distribuição de electricidade; de gás e de água,"2-Produção, transporte e distribuição de gás",3,E,E-2.1,2.10,Instalações de produção,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-2.2,E-Produção e distribuição de electricidade; de gás e de água,"2-Produção, transporte e distribuição de gás",3,E,E-2.2,2.20,Gasómetros e depósitos para armazenagem de gás,6.25,16,"Straight Line", 192 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-2.3,E-Produção e distribuição de electricidade; de gás e de água,"2-Produção, transporte e distribuição de gás",3,E,E-2.3,2.30,Redes de transporte e distribuição,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-2.4,E-Produção e distribuição de electricidade; de gás e de água,"2-Produção, transporte e distribuição de gás",3,E,E-2.4,2.40,Máquinas e outras instalações de uso específico,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-2.5,E-Produção e distribuição de electricidade; de gás e de água,"2-Produção, transporte e distribuição de gás",3,E,E-2.5,2.50,Aparelhos de medida e controlo,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-3.1,E-Produção e distribuição de electricidade; de gás e de água,3-Produção e distribuição vapor e de água quente; produção de gelo,3,E,E-3.1,3.10,Máquinas e outras instalações de uso específico,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-3.2,E-Produção e distribuição de electricidade; de gás e de água,3-Produção e distribuição vapor e de água quente; produção de gelo,3,E,E-3.2,3.20,Aparelhos de medida e controlo,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.1,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.1,4.10,Obras hidráulicas fixas,3.33,30,"Straight Line", 360 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.2,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.2,4.20,Comportas,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.3,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.3,4.30,Reservatórios; tanques e instalações elevatórias,4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-44,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",2,E,E-44,44.00,Redes de distribuição,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.5,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.5,4.50,Máquinas e equipamentos de uso específico,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.6,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.6,4.60,Aparelhos de medida e controlo,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.7,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.7,4.70,Motores e geradores eléctricos abaixo de kvas,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00E-4.8,E-Produção e distribuição de electricidade; de gás e de água,"4-Captação, tratamento e distribuição de água",3,E,E-4.8,4.80,Motores e geradores eléctricos acima de kvas,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-1,F-Construção,1-Construções ligeiras não afectas a obras em curso,1,F,F-1,1.00,Construções ligeiras não afectas a obras em curso,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-2,F-Construção,"2-Material de desenho, de topografia e de ensaio e medida",1,F,F-2,2.00,Material de desenho; de topografia e de ensaio e medida,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-3.1,F-Construção,3-Materiais auxiliares de construção,3,F,F-3.1,3.10,Andaimes,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-3.2,F-Construção,3-Materiais auxiliares de construção,3,F,F-3.2,3.20,Cofragem,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-3.3,F-Construção,3-Materiais auxiliares de construção,3,F,F-3.3,3.30,Materiais diversos,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.1,F-Construção,4-Equipamentos,3,F,F-4.1,4.10,Gruas e guindastes,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.2,F-Construção,4-Equipamentos,3,F,F-4.2,4.20,Equipamentos de transporte geral,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.3,F-Construção,4-Equipamentos,3,F,F-4.3,4.30,Equipamentos de oficinas de carpintaria e de serralharia,16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.4,F-Construção,4-Equipamentos,3,F,F-4.4,4.40,Equipamentos para produção e distribuição de energia eléctrica,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.5,F-Construção,4-Equipamentos,3,F,F-4.5,4.50,Equipamentos para movimentação e armazenagem de materiais,14.29,7,"Straight Line", 84 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.6,F-Construção,4-Equipamentos,3,F,F-4.6,4.60,Equipamentos para trabalhos de ar comprimido,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.7,F-Construção,4-Equipamentos,3,F,F-4.7,4.70,Equipamentos para trabalhos de escavação e terraplanagem,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.8,F-Construção,4-Equipamentos,3,F,F-4.8,4.80,Equipamentos de sondagens e fundações,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.9,F-Construção,4-Equipamentos,3,F,F-4.9,4.90,Equipamentos para exploração de pedreiras; fabricação e aplicação de betões e argamassas,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.10,F-Construção,4-Equipamentos,4,F,F-4.10,4.10,Equipamentos para construção de estradas,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-4.11,F-Construção,4-Equipamentos,4,F,F-4.11,4.11,Equipamentos para obras hidráulicas,6.25,16,"Straight Line", 192 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00F-5,F-Construção,5-Ferramentas e equipamentos individuais,1,F,F-5,5.00,Ferramentas e equipamentos individuais,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.1,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.1,1.10,Edifícios industriais,4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.2,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.2,1.20,Edifícios industriais sujeitos a corrosão,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.3,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.3,1.30,Edifícios comerciais e administrativos,4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.4,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.4,1.40,Edifícios habitacionais,2.00,50,"Straight Line", 600 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.5,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.5,1.50,Edifícios destinados exclusivamente a serviços de saúde; de ensino; e a serviços recreativos de ensino; e a serviços recreativos e culturais,4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.6,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.6,1.60,Construções ligeiras em fibrocimento; madeira; metais; etc.,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.7,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.7,1.70,Obras hidráulicas; incluindo poços de água,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.8,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.8,1.80,Obras de pavimentação (em pedra; cimento; betão; asfalto; etc.),10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.9,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,3,G,G-1.9,1.90,Pontes e aquedutos em betão ou alvenaria,3.33,30,"Straight Line", 360 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.10,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.10,1.10,Pontes e aquedutos metálicos,8.33,12,"Straight Line", 144 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.11,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.11,1.11,Pontes e aquedutos em madeira,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.12,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.12,1.12,Silos; reservatórios e outros depósitos,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.13,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.13,1.13,Muros,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.14,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.14,1.14,Vedações ligeiras (madeira; arame; etc.),25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.15,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.15,1.15,Arranjos urbanísticos,25.00,4,"Straight Line", 48 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.16,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.16,1.16,Via-férrea (actividade ferroviária),2.00,50,"Straight Line", 600 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-1.17,G-Comércio; serviços gerais e elementos comuns,1-Edifícios e outras construções,4,G,G-1.17,1.17,Pontes e obras de arte (actividade ferroviária),2.50,40,"Straight Line", 480 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.1,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.1,2.10,De água; electricidade; ar comprimido e refrigeração central (inclui centrais de cogeração de energia eléctrica),10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.2,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.2,2.20,Redes de cabos aéreos e respectivos suportes,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.3,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.3,2.30,Postos de transformação,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.4,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.4,2.40,Ascensores; monta-cargas e escadas mecânicas,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.5,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.5,2.50,De captação e distribuição de água (instalações privativas),12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.6,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.6,2.60,De carga; descarga e embarque (instalações privativas),7.14,14,"Straight Line", 168 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.7,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.7,2.70,Centrais telefónicas e outras comunicações (radiofónicas; radiotelegráficas e de televisão),16.67,6,"Straight Line", 72 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.8,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.8,2.80,De distribuição de combustíveis líquidos,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.9,G-Comércio; serviços gerais e elementos comuns,2-Instalações,3,G,G-2.9,2.90,De segurança; detecção e extinção de incêndios,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.10,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.10,2.10,Instalações divisórias em escritórios,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.11.1,G-Comércio; serviços gerais e elementos comuns,2-Instalações,6,G,G-2.11.1,2.11.1,De betão,5.00,20,"Straight Line", 240 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.11.2,G-Comércio; serviços gerais e elementos comuns,2-Instalações,6,G,G-2.11.2,2.11.2,De madeira,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.11.3,G-Comércio; serviços gerais e elementos comuns,2-Instalações,6,G,G-2.11.3,2.11.3,Metálicas,12.50,8,"Straight Line", 96 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.12,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.12,2.12,Reservatórios para combustíveis líquidos,6.67,15,"Straight Line", 180 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.13,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.13,2.13,Refeitórios e cozinhas privativas,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.14,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.14,2.14,Vitrinas e estantes fixas,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.15,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.15,2.15,Vitrinas; estantes e expositores móveis,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.16,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.16,2.16,Estações (actividade ferroviária),4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.17,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.17,2.17,Apeadeiros (actividade ferroviária),4.00,25,"Straight Line", 300 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-2.18,G-Comércio; serviços gerais e elementos comuns,2-Instalações,4,G,G-2.18,2.18,Não especificadas,10.00,10,"Straight Line", 120 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-3.1,G-Comércio; serviços gerais e elementos comuns,"3-Máquinas, equipamentos e aparelhos",3,G,G-3.1,3.10,Computadores e outros equipamentos para tratamento de informação,33.33,3,"Straight Line", 36 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
__Import_assets_models_MyCompany_00G-3.2,G-Comércio; serviços gerais e elementos comuns,"3-Máquinas, equipamentos e aparelhos",3,G,G-3.2,3.20,Equipamentos electrónicos destinados a automatização; regulação e supervisão de máquinas; processos industriais; comerciais e de serviços,20.00,5,"Straight Line", 60 ,"Months","hr_payroll_account.hr_payroll_account_journal","Constant Periods",Model,purchase
